Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage
458,Malaysia,Pesticides (total),Agricultural Use,t,2020,36077.0,south-eastern asia,14.7
458,Malaysia,Pesticides (total),Use per area of cropland,kg/ha,2020,4.35,south-eastern asia,14.7
458,Malaysia,Pesticides (total),Use per capita,kg/cap,2020,1.06,south-eastern asia,14.7
458,Malaysia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,2.04,south-eastern asia,14.7
458,Malaysia,Insecticides,Agricultural Use,t,2020,4623.0,south-eastern asia,14.7
458,Malaysia,Herbicides,Agricultural Use,t,2020,26440.0,south-eastern asia,14.7
458,Malaysia,Fungicides and Bactericides,Agricultural Use,t,2020,3865.0,south-eastern asia,14.7
458,Malaysia,Rodenticides,Agricultural Use,t,2020,697.0,south-eastern asia,14.7
458,Malaysia,Other Pesticides nes,Agricultural Use,t,2020,452.0,south-eastern asia,14.7
462,Maldives,Pesticides (total),Agricultural Use,t,2020,376.0,southern asia,13.9
462,Maldives,Pesticides (total),Use per area of cropland,kg/ha,2020,23.67,southern asia,13.9
462,Maldives,Pesticides (total),Use per capita,kg/cap,2020,0.75,southern asia,13.9
462,Maldives,Pesticides (total),Use per value of agricultural production,g/Int$,2020,10.32,southern asia,13.9
462,Maldives,Insecticides,Agricultural Use,t,2020,163.0,southern asia,13.9
462,Maldives,Herbicides,Agricultural Use,t,2020,5.0,southern asia,13.9
462,Maldives,Fungicides and Bactericides,Agricultural Use,t,2020,174.0,southern asia,13.9
462,Maldives,Plant Growth Regulators,Agricultural Use,t,2020,9.0,southern asia,13.9
462,Maldives,Rodenticides,Agricultural Use,t,2020,18.0,southern asia,13.9
462,Maldives,Other Pesticides nes,Agricultural Use,t,2020,7.0,southern asia,13.9
496,Mongolia,Pesticides (total),Agricultural Use,t,2020,4615.0,eastern asia,15.3
496,Mongolia,Pesticides (total),Use per area of cropland,kg/ha,2020,4.09,eastern asia,15.3
496,Mongolia,Pesticides (total),Use per capita,kg/cap,2020,1.4,eastern asia,15.3
496,Mongolia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.32,eastern asia,15.3
496,Mongolia,Insecticides,Agricultural Use,t,2020,7.0,eastern asia,15.3
496,Mongolia,Herbicides,Agricultural Use,t,2020,2990.0,eastern asia,15.3
496,Mongolia,Fungicides and Bactericides,Agricultural Use,t,2020,26.0,eastern asia,15.3
496,Mongolia,Rodenticides,Agricultural Use,t,2020,7.0,eastern asia,15.3
496,Mongolia,Other Pesticides nes,Agricultural Use,t,2020,1586.0,eastern asia,15.3
104,Myanmar,Pesticides (total),Agricultural Use,t,2020,11749.0,south-eastern asia,14.7
104,Myanmar,Pesticides (total),Use per area of cropland,kg/ha,2020,0.94,south-eastern asia,14.7
104,Myanmar,Pesticides (total),Use per capita,kg/cap,2020,0.22,south-eastern asia,14.7
104,Myanmar,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.49,south-eastern asia,14.7
104,Myanmar,Insecticides,Agricultural Use,t,2020,2594.0,south-eastern asia,14.7
104,Myanmar,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,1008.0,south-eastern asia,14.7
104,Myanmar,Insecticides â€“ Carbamates,Agricultural Use,t,2020,193.0,south-eastern asia,14.7
104,Myanmar,Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,388.0,south-eastern asia,14.7
104,Myanmar,Insecticides - Biopesticides,Agricultural Use,t,2020,1.0,south-eastern asia,14.7
104,Myanmar,Insecticides - nes,Agricultural Use,t,2020,1004.0,south-eastern asia,14.7
104,Myanmar,Herbicides,Agricultural Use,t,2020,7261.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,1250.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Triazines,Agricultural Use,t,2020,311.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Amides,Agricultural Use,t,2020,155.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2020,144.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Urea derivates,Agricultural Use,t,2020,16.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2020,240.0,south-eastern asia,14.7
104,Myanmar,Herbicides â€“ Bipiridils,Agricultural Use,t,2020,670.0,south-eastern asia,14.7
104,Myanmar,Herbicides - nes,Agricultural Use,t,2020,4475.0,south-eastern asia,14.7
104,Myanmar,Fungicides and Bactericides,Agricultural Use,t,2020,1763.0,south-eastern asia,14.7
104,Myanmar,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,667.0,south-eastern asia,14.7
104,Myanmar,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,70.0,south-eastern asia,14.7
104,Myanmar,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2020,159.0,south-eastern asia,14.7
104,Myanmar,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2020,220.0,south-eastern asia,14.7
104,Myanmar,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2020,86.0,south-eastern asia,14.7
104,Myanmar,Fung & Bact - nes,Agricultural Use,t,2020,560.0,south-eastern asia,14.7
104,Myanmar,Plant Growth Regulators,Agricultural Use,t,2020,99.0,south-eastern asia,14.7
104,Myanmar,Rodenticides,Agricultural Use,t,2020,32.0,south-eastern asia,14.7
104,Myanmar,Rodenticides â€“ Other,Agricultural Use,t,2020,32.0,south-eastern asia,14.7
524,Nepal,Pesticides (total),Agricultural Use,t,2020,682.0,southern asia,13.9
524,Nepal,Pesticides (total),Use per area of cropland,kg/ha,2020,0.34,southern asia,13.9
524,Nepal,Pesticides (total),Use per capita,kg/cap,2020,0.02,southern asia,13.9
524,Nepal,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.06,southern asia,13.9
524,Nepal,Insecticides,Agricultural Use,t,2020,163.0,southern asia,13.9
524,Nepal,Herbicides,Agricultural Use,t,2020,162.0,southern asia,13.9
524,Nepal,Fungicides and Bactericides,Agricultural Use,t,2020,352.0,southern asia,13.9
524,Nepal,Rodenticides,Agricultural Use,t,2020,4.0,southern asia,13.9
512,Oman,Pesticides (total),Agricultural Use,t,2020,295.0,western asia,14.1
512,Oman,Pesticides (total),Use per area of cropland,kg/ha,2020,2.67,western asia,14.1
512,Oman,Pesticides (total),Use per capita,kg/cap,2020,0.07,western asia,14.1
512,Oman,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.25,western asia,14.1
512,Oman,Insecticides,Agricultural Use,t,2020,86.0,western asia,14.1
512,Oman,Herbicides,Agricultural Use,t,2020,4.0,western asia,14.1
512,Oman,Fungicides and Bactericides,Agricultural Use,t,2020,70.0,western asia,14.1
512,Oman,Rodenticides,Agricultural Use,t,2020,29.0,western asia,14.1
512,Oman,Other Pesticides nes,Agricultural Use,t,2020,105.0,western asia,14.1
586,Pakistan,Pesticides (total),Agricultural Use,t,2020,26702.0,southern asia,13.9
586,Pakistan,Pesticides (total),Use per area of cropland,kg/ha,2020,0.84,southern asia,13.9
586,Pakistan,Pesticides (total),Use per capita,kg/cap,2020,0.11,southern asia,13.9
586,Pakistan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.35,southern asia,13.9
586,Pakistan,Insecticides,Agricultural Use,t,2020,26702.0,southern asia,13.9
275,State of Palestine,Pesticides (total),Agricultural Use,t,2020,1348.0,western asia,14.1
275,State of Palestine,Pesticides (total),Use per area of cropland,kg/ha,2020,10.3,western asia,14.1
275,State of Palestine,Pesticides (total),Use per capita,kg/cap,2020,0.27,western asia,14.1
275,State of Palestine,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.79,western asia,14.1
275,State of Palestine,Insecticides,Agricultural Use,t,2020,255.0,western asia,14.1
275,State of Palestine,Herbicides,Agricultural Use,t,2020,119.0,western asia,14.1
275,State of Palestine,Fungicides and Bactericides,Agricultural Use,t,2020,353.0,western asia,14.1
275,State of Palestine,Other Pesticides nes,Agricultural Use,t,2020,621.0,western asia,14.1
608,Philippines,Pesticides (total),Agricultural Use,t,2020,34715.0,south-eastern asia,14.7
608,Philippines,Pesticides (total),Use per area of cropland,kg/ha,2020,3.11,south-eastern asia,14.7
608,Philippines,Pesticides (total),Use per capita,kg/cap,2020,0.31,south-eastern asia,14.7
608,Philippines,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.11,south-eastern asia,14.7
608,Philippines,Insecticides,Agricultural Use,t,2020,6449.0,south-eastern asia,14.7
608,Philippines,Herbicides,Agricultural Use,t,2020,11547.0,south-eastern asia,14.7
608,Philippines,Fungicides and Bactericides,Agricultural Use,t,2020,12072.0,south-eastern asia,14.7
608,Philippines,Rodenticides,Agricultural Use,t,2020,44.0,south-eastern asia,14.7
608,Philippines,Other Pesticides nes,Agricultural Use,t,2020,4604.0,south-eastern asia,14.7
634,Qatar,Pesticides (total),Agricultural Use,t,2020,946.0,western asia,14.1
634,Qatar,Pesticides (total),Use per area of cropland,kg/ha,2020,35.11,western asia,14.1
634,Qatar,Pesticides (total),Use per capita,kg/cap,2020,0.34,western asia,14.1
634,Qatar,Pesticides (total),Use per value of agricultural production,g/Int$,2020,5.38,western asia,14.1
634,Qatar,Insecticides,Agricultural Use,t,2020,834.0,western asia,14.1
634,Qatar,Fungicides and Bactericides,Agricultural Use,t,2020,111.0,western asia,14.1
410,Republic of Korea,Pesticides (total),Agricultural Use,t,2020,17132.0,eastern asia,15.3
410,Republic of Korea,Pesticides (total),Use per area of cropland,kg/ha,2020,10.95,eastern asia,15.3
410,Republic of Korea,Pesticides (total),Use per capita,kg/cap,2020,0.33,eastern asia,15.3
410,Republic of Korea,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.12,eastern asia,15.3
410,Republic of Korea,Insecticides,Agricultural Use,t,2020,4727.0,eastern asia,15.3
410,Republic of Korea,Herbicides,Agricultural Use,t,2020,5259.0,eastern asia,15.3
410,Republic of Korea,Fungicides and Bactericides,Agricultural Use,t,2020,5495.0,eastern asia,15.3
410,Republic of Korea,Plant Growth Regulators,Agricultural Use,t,2020,541.0,eastern asia,15.3
410,Republic of Korea,Other Pesticides nes,Agricultural Use,t,2020,1110.0,eastern asia,15.3
682,Saudi Arabia,Pesticides (total),Agricultural Use,t,2020,7375.0,western asia,14.1
682,Saudi Arabia,Pesticides (total),Use per area of cropland,kg/ha,2020,2.03,western asia,14.1
682,Saudi Arabia,Pesticides (total),Use per capita,kg/cap,2020,0.24,western asia,14.1
682,Saudi Arabia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.91,western asia,14.1
682,Saudi Arabia,Insecticides,Agricultural Use,t,2020,1893.0,western asia,14.1
682,Saudi Arabia,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,700.0,western asia,14.1
682,Saudi Arabia,Insecticides â€“ Pyrethroids,Agricultural Use,t,2020,4223.0,western asia,14.1
682,Saudi Arabia,Insecticides - Biopesticides,Agricultural Use,t,2020,840.0,western asia,14.1
682,Saudi Arabia,Insecticides - nes,Agricultural Use,t,2020,2053.0,western asia,14.1
682,Saudi Arabia,Herbicides,Agricultural Use,t,2020,818.0,western asia,14.1
682,Saudi Arabia,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,2.0,western asia,14.1
682,Saudi Arabia,Herbicides â€“ Triazines,Agricultural Use,t,2020,1226.0,western asia,14.1
682,Saudi Arabia,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2020,314.0,western asia,14.1
682,Saudi Arabia,Herbicides â€“ Bipiridils,Agricultural Use,t,2020,899.0,western asia,14.1
682,Saudi Arabia,Herbicides - nes,Agricultural Use,t,2020,5114.0,western asia,14.1
682,Saudi Arabia,Fungicides and Bactericides,Agricultural Use,t,2020,1719.0,western asia,14.1
682,Saudi Arabia,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,13917.0,western asia,14.1
682,Saudi Arabia,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,12775.0,western asia,14.1
682,Saudi Arabia,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2020,18836.0,western asia,14.1
682,Saudi Arabia,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2020,1348.0,western asia,14.1
682,Saudi Arabia,"Fung & Bact â€“ Diazines, morpholines",Agricultural Use,t,2020,1455.0,western asia,14.1
682,Saudi Arabia,Fung & Bact - nes,Agricultural Use,t,2020,702.0,western asia,14.1
682,Saudi Arabia,Plant Growth Regulators,Agricultural Use,t,2020,175.0,western asia,14.1
682,Saudi Arabia,Rodenticides,Agricultural Use,t,2020,2069.0,western asia,14.1
682,Saudi Arabia,Rodenticides â€“ Anti-coagulants,Agricultural Use,t,2020,4598.0,western asia,14.1
682,Saudi Arabia,Other Pesticides nes,Agricultural Use,t,2020,700.0,western asia,14.1
144,Sri Lanka,Pesticides (total),Agricultural Use,t,2020,2573.0,southern asia,13.9
144,Sri Lanka,Pesticides (total),Use per area of cropland,kg/ha,2020,1.08,southern asia,13.9
144,Sri Lanka,Pesticides (total),Use per capita,kg/cap,2020,0.11,southern asia,13.9
144,Sri Lanka,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.3,southern asia,13.9
144,Sri Lanka,Insecticides,Agricultural Use,t,2020,368.0,southern asia,13.9
144,Sri Lanka,Insecticides â€“ Organo-phosphates,Agricultural Use,t,2020,112.0,southern asia,13.9
144,Sri Lanka,Insecticides â€“ Carbamates,Agricultural Use,t,2020,169.0,southern asia,13.9
144,Sri Lanka,Insecticides - nes,Agricultural Use,t,2020,88.0,southern asia,13.9
144,Sri Lanka,Herbicides,Agricultural Use,t,2020,1348.0,southern asia,13.9
144,Sri Lanka,Herbicides â€“ Phenoxy hormone products,Agricultural Use,t,2020,350.0,southern asia,13.9
144,Sri Lanka,Herbicides â€“ Triazines,Agricultural Use,t,2020,18.0,southern asia,13.9
144,Sri Lanka,Herbicides â€“ Amides,Agricultural Use,t,2020,259.0,southern asia,13.9
144,Sri Lanka,Herbicides â€“ Dinitroanilines,Agricultural Use,t,2020,16.0,southern asia,13.9
144,Sri Lanka,Herbicides â€“ Urea derivates,Agricultural Use,t,2020,108.0,southern asia,13.9
144,Sri Lanka,Herbicides â€“ Sulfonyl ureas,Agricultural Use,t,2020,19.0,southern asia,13.9
144,Sri Lanka,Herbicides - nes,Agricultural Use,t,2020,578.0,southern asia,13.9
144,Sri Lanka,Fungicides and Bactericides,Agricultural Use,t,2020,857.0,southern asia,13.9
144,Sri Lanka,Fung & Bact â€“ Inorganics,Agricultural Use,t,2020,113.0,southern asia,13.9
144,Sri Lanka,Fung & Bact â€“ Dithiocarbamates,Agricultural Use,t,2020,586.0,southern asia,13.9
144,Sri Lanka,Fung & Bact â€“ Benzimidazoles,Agricultural Use,t,2020,23.0,southern asia,13.9
144,Sri Lanka,"Fung & Bact â€“ Triazoles, diazoles",Agricultural Use,t,2020,16.0,southern asia,13.9
144,Sri Lanka,Fung & Bact - nes,Agricultural Use,t,2020,120.0,southern asia,13.9
760,Syrian Arab Republic,Pesticides (total),Agricultural Use,t,2020,1897.0,western asia,14.1
760,Syrian Arab Republic,Pesticides (total),Use per area of cropland,kg/ha,2020,0.33,western asia,14.1
760,Syrian Arab Republic,Pesticides (total),Use per capita,kg/cap,2020,0.09,western asia,14.1
760,Syrian Arab Republic,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.23,western asia,14.1
760,Syrian Arab Republic,Insecticides,Agricultural Use,t,2020,412.0,western asia,14.1
760,Syrian Arab Republic,Herbicides,Agricultural Use,t,2020,320.0,western asia,14.1
760,Syrian Arab Republic,Fungicides and Bactericides,Agricultural Use,t,2020,1007.0,western asia,14.1
760,Syrian Arab Republic,Rodenticides,Agricultural Use,t,2020,7.0,western asia,14.1
760,Syrian Arab Republic,Other Pesticides nes,Agricultural Use,t,2020,152.0,western asia,14.1
762,Tajikistan,Pesticides (total),Agricultural Use,t,2020,439.0,central asia,9.9
762,Tajikistan,Pesticides (total),Use per area of cropland,kg/ha,2020,0.42,central asia,9.9
762,Tajikistan,Pesticides (total),Use per capita,kg/cap,2020,0.05,central asia,9.9
762,Tajikistan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.09,central asia,9.9
762,Tajikistan,Insecticides,Agricultural Use,t,2020,116.0,central asia,9.9
762,Tajikistan,Herbicides,Agricultural Use,t,2020,116.0,central asia,9.9
762,Tajikistan,Fungicides and Bactericides,Agricultural Use,t,2020,208.0,central asia,9.9
764,Thailand,Pesticides (total),Agricultural Use,t,2020,19007.0,south-eastern asia,14.7
764,Thailand,Pesticides (total),Use per area of cropland,kg/ha,2020,0.85,south-eastern asia,14.7
764,Thailand,Pesticides (total),Use per capita,kg/cap,2020,0.27,south-eastern asia,14.7
764,Thailand,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.42,south-eastern asia,14.7
764,Thailand,Insecticides,Agricultural Use,t,2020,2235.0,south-eastern asia,14.7
764,Thailand,Herbicides,Agricultural Use,t,2020,10981.0,south-eastern asia,14.7
764,Thailand,Fungicides and Bactericides,Agricultural Use,t,2020,5440.0,south-eastern asia,14.7
764,Thailand,Plant Growth Regulators,Agricultural Use,t,2020,300.0,south-eastern asia,14.7
764,Thailand,Rodenticides,Agricultural Use,t,2020,51.0,south-eastern asia,14.7
626,Timor-Leste,Pesticides (total),Agricultural Use,t,2020,119.0,south-eastern asia,14.7
626,Timor-Leste,Pesticides (total),Use per area of cropland,kg/ha,2020,0.62,south-eastern asia,14.7
626,Timor-Leste,Pesticides (total),Use per capita,kg/cap,2020,0.09,south-eastern asia,14.7
626,Timor-Leste,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.71,south-eastern asia,14.7
626,Timor-Leste,Insecticides,Agricultural Use,t,2020,72.0,south-eastern asia,14.7
626,Timor-Leste,Herbicides,Agricultural Use,t,2020,33.0,south-eastern asia,14.7
626,Timor-Leste,Fungicides and Bactericides,Agricultural Use,t,2020,13.0,south-eastern asia,14.7
626,Timor-Leste,Rodenticides,Agricultural Use,t,2020,1.0,south-eastern asia,14.7
795,Turkmenistan,Pesticides (total),Agricultural Use,t,2020,1255.0,central asia,9.9
795,Turkmenistan,Pesticides (total),Use per area of cropland,kg/ha,2020,0.76,central asia,9.9
795,Turkmenistan,Pesticides (total),Use per capita,kg/cap,2020,0.18,central asia,9.9
795,Turkmenistan,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.24,central asia,9.9
795,Turkmenistan,Insecticides,Agricultural Use,t,2020,255.0,central asia,9.9
